ipa,id,description,ph.anterior,ph.approximant,ph.atr,ph.back,ph.click,ph.consonantal,ph.constr,ph.continuant,ph.coronal,ph.delrel,ph.distributed,ph.dorsal,ph.ejective,ph.fortis,ph.front,ph.high,ph.implosive,ph.labial,ph.labiodental,ph.lateral,ph.long,ph.low,ph.nasal,ph.periodic,ph.pharyngeal,ph.round,ph.rtr,ph.short,ph.sonorant,ph.spread,ph.stress,ph.strident,ph.syllabic,ph.tap,ph.tense,ph.tone,ph.trill,fk.cm,fk.cp,fk.cs,fk.gc,fk.init,fk.phon,fk.pri,fk.pros,fk.sec,fk.tone,fk.vh,fk.vm,fk.vv,notes
ʉi,2275,(voiced) (rounded-unrounded) (close and close) (central and front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,-|+,+,-,+|-,-,-,-,-,-,+,-,+,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,,,,,cntr|frnt,rdur,clos|clos,
t̪ː,249,(long) (voiceless) (dental) (pulmonic-egressive) (stop) (simplex) (consonant),+,-,0,0,-,+,-,-,+,-,+,-,-,-,0,0,-,-,0,-,+,0,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-,stop,dntl,smpx,cons,plme,voil,,long,,,,,,
õ̞ː,263,(long) (voiced) (lowered) (nasal-vowel and round) (closemid) (back) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,-,-,-,+,-,-,+,-,+,+,-,+,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,lwrd,long,,,back,vnsl|roun,cmid,
ʁ̞̰ʷ,1767,(creaky) (lowered) (labialized) (uvular) (pulmonic-egressive) (approximant) (simplex) (consonant),0,-,0,+,-,+,+,+,-,+,0,+,-,-,-,-,-,+,0,-,-,-,-,+,-,+,0,-,-,-,-,0,-,-,0,0,-,appr,uvlr,smpx,cons,plme,crky,lwrd,,lblz,,,,,
mbˠ,2788,(voiced) (velarized) (bilabial) (pulmonic-egressive) (stop) (pre-nasalized) (consonant),0,-,0,+,-,+,-,-,-,-,0,+,-,-,-,+,-,+,-,-,-,-,+|-,+,-,-,0,-,+|-,-,-,0,-,-,0,0,-,stop,blab,pnsz,cons,plme,void,,,vlrz,,,,,
˨˧˩,547,(voiced) (pulmonic-egressive) (suprasegmental) (#231),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,,,,sseg,plme,void,,,,231,,,,
t̪ʰ,257,(voiceless) (dental) (pulmonic-egressive) (stop) (post-aspirated) (consonant),+,-,0,0,-,+,-,-,+,-,+,-,-,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,+,-,-,-,-,0,0,-,stop,dntl,tasp,cons,plme,voil,,,,,,,,
χʷˤː,1450,(long) (voiceless) (labialized and pharyngealized) (uvular) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,-,+,-,+,-,+,-,+,0,+,-,-,-,-,-,+,0,-,+,-,-,-,-,+,+,-,-,-,-,0,-,-,0,0,-,frct,uvlr,smpx,cons,plme,voil,,long,lblz|phrz,,,,,
t̪ʲ,800,(voiceless) (palatalized) (dental) (pulmonic-egressive) (stop) (simplex) (consonant),+,-,0,+,-,+,-,-,+,-,+,+,-,-,+,+,-,-,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-,stop,dntl,smpx,cons,plme,voil,,,pltz,,,,,
t̪ʷ,1578,(voiceless) (labialized) (dental) (pulmonic-egressive) (stop) (simplex) (consonant),+,-,0,0,-,+,-,-,+,-,+,-,-,-,0,0,-,+,0,-,-,0,-,-,-,+,0,-,-,-,-,-,-,-,0,0,-,stop,dntl,smpx,cons,plme,voil,,,lblz,,,,,
t̪ʼ,798,(voiceless) (dental) (glottal-egressive) (stop) (post-glottalized) (consonant),+,-,0,0,-,+,+,-,+,-,+,-,+,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-,stop,dntl,tglz,cons,glte,voil,,,,,,,,
t̪ʃ,2688,(voiceless) (postalveolar) (pulmonic-egressive) (affricate) (complex) (consonant),+,-,0,0,-,+,-,-,+,+,+,-,-,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-,affr,palv,cmpx,cons,plme,voil,,,,,,,,
ĩː,251,(long) (voiced) (nasal-vowel) (close) (front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,+,-,-,0,-,+,-,+,+,-,0,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,,long,,,frnt,vnsl,clos,
mb,34,(voiced) (bilabial) (pulmonic-egressive) (stop) (pre-nasalized) (consonant),0,-,0,0,-,+,-,-,-,-,0,-,-,-,0,0,-,+,-,-,-,0,+|-,+,-,-,0,-,+|-,-,-,0,-,-,0,0,-,stop,blab,pnsz,cons,plme,void,,,,,,,,
nzɾ,2826,(voiced) (rhotacized) (alveolar) (pulmonic-egressive) (fricative) (pre-nasalized) (consonant),+,-|+,0,0,-,+,-,-|+|+,+,+,-,-,-,-,0,0,-,-,0,-,-,0,+|-|-,+,-,0,0,-,+|-|+,-,-,-|+|-,-,-|+,0,0,-,frct,alvr,pnsz,cons,plme,void,,,rhtz,,,,,
mw,1944,(voiced) (labialized) (bilabial) (pulmonic-egressive) (nasal) (simplex) (consonant),0,-|+,0,+,-,+|-,-,-|+,-,0,0,-|+,-,-,-,+,-,+,-,-,-,-,+|-,+,-,-|+,0,-,+,-,-,0,-,-,+,0,-,nasl,blab,smpx,cons,plme,void,,,lblz,,,,,
mv,532,(voiced) (labialized) (labiodental) (pulmonic-egressive) (fricative) (complex) (consonant),0,-,0,0,-,+,-,-|+,-,+,0,-,-,-,0,0,-,+,-|+,-,-,0,+|-,+,-,-,0,-,+|-,-,-,0,-,-,0,0,-,frct,lbdt,cmpx,cons,plme,void,,,lblz,,,,,
ɴqʰ,1529,(voiceless) (uvular) (pulmonic-egressive) (stop) (post-aspirated) (consonant),0,-,0,+,-,+,-,-,-,-,0,+,-,-,-,-,-,-,0,-,-,-,+|-,+|-,-,0,0,-,+|-,+,-,0,-,-,0,0,-,stop,uvlr,tasp,cons,plme,voil,,,,,,,,
mp,575,(voiceless) (bilabial) (pulmonic-egressive) (stop) (pre-nasalized) (consonant),0,-,0,0,-,+,-,-,-,-,0,-,-,-,0,0,-,+,-,-,-,0,+|-,+|-,-,-,0,-,+|-,-,-,0,-,-,0,0,-,stop,blab,pnsz,cons,plme,voil,,,,,,,,
ɲᶣ,2462,(voiced) (palatal) (pulmonic-egressive) (nasal) (simplex) (consonant),-,-,0,+,-,+,-,-,+,0,+,+,-,-,+,+,-,+,0,-,-,-,+,+,-,+,0,-,+,-,-,-,-,-,0,0,-,nasl,palt,smpx,cons,plme,void,,,,,,,,
t̪ʙ,2876,(voiced) (bilabio-alveolar) (pulmonic-egressive) (trill) (complex) (consonant),+,-|+,0,0,-,+,-,-|+,+|-,-,+,-,-,-,0,0,-,-|+,-,-,-,0,-,-|+,-,-,0,-,-|+,-,-,-,-,-,0,0,-|+,tril,balv,cmpx,cons,plme,void,,,,,,,,
l̪ʲ,516,(voiced) (lateral-release and palatalized) (dental) (pulmonic-egressive) (approximant) (complex) (consonant),+,+,0,+,-,+,-,+,+,0,+,+,-,-,+,+,-,-,0,+,-,-,-,+,-,0,0,-,+,-,-,-,-,-,0,0,-,appr,dntl,cmpx,cons,plme,void,,,latr|pltz,,,,,
t̪s̪ʲ,1499,(voiceless) (palatalized) (dental) (pulmonic-egressive) (affricate) (complex) (consonant),+,-,0,+,-,+,-,-,+,+,+,+,-,-,+,+,-,-,0,-,-,-,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-,affr,dntl,cmpx,cons,plme,voil,,,pltz,,,,,
o̤,1344,(breathy) (round) (closemid) (back) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,-,-,-,+,-,-,-,-,-,+,-,+,-,-,+,+,-,0,+,-,+,0,-,,,,vowl,plme,brth,,,,,back,roun,cmid,
t̪s̪ʰ,1406,(voiceless) (dental) (pulmonic-egressive) (affricate) (post-aspirated) (consonant),+,-,0,0,-,+,-,-,+,+,+,-,-,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,+,-,+,-,-,0,0,-,affr,dntl,tasp,cons,plme,voil,,,,,,,,
ʂ,216,(voiceless) (retroflex) (pulmonic-egressive) (fricative) (simplex) (consonant),-,-,0,0,-,+,-,+,+,+,-,-,-,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-,frct,rtfx,smpx,cons,plme,voil,,,,,,,,
˥˩,559,(voiced) (pulmonic-egressive) (suprasegmental) (#51),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,,,,sseg,plme,void,,,,51,,,,
˥˨,2764,(voiced) (pulmonic-egressive) (suprasegmental),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,,,,sseg,plme,void,,,,,,,,
˥˧,2428,(voiced) (pulmonic-egressive) (suprasegmental) (#53),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,,,,sseg,plme,void,,,,53,,,,
d̪̚,1138,(voiced) (dental) (pulmonic-egressive) (stop) (simplex) (consonant),+,-,0,0,-,+,-,-,+,-,+,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-,stop,dntl,smpx,cons,plme,void,,,,,,,,
uai,2138,(voiced) (rounded-unrounded) (close and open and close) (back and front and front) (pulmonic-egressive) (vowel),0,+,-,+|-|-,0,-,-,+,-,0,0,+,-,0,-|+,+|-|+,-,+|-|-,-,-,-,-|+|-,-,+,-,+,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,,,,,back|frnt|frnt,rdur,clos|open|clos,
ɪ̤,1335,(breathy) (nearclose) (nearfront) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,+,-,-,0,-,-,-,-,+,-,0,-,-,+,+,-,0,+,-,-,0,-,,,,vowl,plme,brth,,,,,nfrt,,ncls,
ʔ̬,1807,(voiced) (glottal) (pulmonic-egressive) (stop) (simplex) (consonant),0,-,0,0,-,+,+,-,-,-,0,-,-,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,-,-,0,-,-,0,0,-,stop,gltl,smpx,cons,plme,void,,,,,,,,
d̪̰,1696,(creaky) (dental) (pulmonic-egressive) (stop) (simplex) (consonant),+,-,0,0,-,+,+,-,+,-,+,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-,stop,dntl,smpx,cons,plme,crky,,,,,,,,
tɬ̰,2274,(creaky) (lateral-release) (alveolar) (pulmonic-egressive) (affricate) (complex) (consonant),+,-,0,0,-,+,+,-,+,+,-,-,-,-,0,0,-,-,0,+,-,0,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-,affr,alvr,cmpx,cons,plme,crky,,,latr,,,,,
nzʷ,1821,(voiced) (labialized) (alveolar) (pulmonic-egressive) (fricative) (pre-nasalized) (consonant),+,-,0,0,-,+,-,-|+,+,+,-,-,-,-,0,0,-,+,0,-,-,0,+|-,+,-,+,0,-,+|-,-,-,-|+,-,-,0,0,-,frct,alvr,pnsz,cons,plme,void,,,lblz,,,,,
ɛ̃ː,692,(long) (voiced) (nasal-vowel) (openmid) (front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,-,-,-,0,-,+,-,+,+,-,0,-,-,+,-,-,0,+,-,-,0,-,,,,vowl,plme,void,,long,,,frnt,vnsl,omid,
ŋmɡb,1127,(voiced) (labiovelar) (pulmonic-egressive) (stop) (pre-nasalized) (consonant),0,-,0,-,-,+,-,-,-,-,0,+,-,-,-,+,-,+,-,-,-,-,+|-,+,-,-,0,-,+|-,-,-,0,-,-,0,0,-,stop,lvlr,pnsz,cons,plme,void,,,,,,,,
n̠d̠,1421,(voiced) (retracted) (alveolar) (pulmonic-egressive) (stop) (pre-nasalized) (consonant),-,-,0,0,-,+,-,-,+,-,+,-,-,-,0,0,-,-,0,-,-,0,+|-,+,-,0,0,-,+|-,-,-,-,-,-,0,0,-,stop,alvr,pnsz,cons,plme,void,retr,,,,,,,
ɣˀ,2798,(voiced) (velar) (glottal-egressive) (fricative) (post-glottalized) (consonant),0,-,0,-,-,+,+,+,-,+,0,+,-,-,-,+,-,-,0,-,-,-,-,+,-,0,0,-,-,-,-,0,-,-,0,0,-,frct,velr,tglz,cons,glte,void,,,,,,,,
d̪̤,252,(breathy) (dental) (pulmonic-egressive) (stop) (simplex) (consonant),+,-,0,0,-,+,-,-,+,-,+,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,-,+,-,-,-,-,0,0,-,stop,dntl,smpx,cons,plme,brth,,,,,,,,
ɔ̰ˑ,2494,(half-long) (creaky) (openmid) (back) (pulmonic-egressive) (vowel),0,+,-,+,0,-,+,+,-,0,0,+,-,0,-,-,-,+,-,-,+,-,-,+,-,+,-,+,+,-,-,0,+,-,-,0,-,,,,vowl,plme,crky,,hlng,,,back,,omid,
ɔ̰ː,2496,(long) (creaky) (round) (openmid) (back) (pulmonic-egressive) (vowel),0,+,-,+,0,-,+,+,-,0,0,+,-,0,-,-,-,+,-,-,+,-,-,+,-,+,-,-,+,-,-,0,+,-,-,0,-,,,,vowl,plme,crky,,long,,,back,roun,omid,
ɣː,1813,(long) (voiced) (velar) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,0,-,-,+,-,+,-,+,0,+,-,-,-,+,-,-,0,-,+,-,-,+,-,0,0,-,-,-,-,0,-,-,0,0,-,frct,velr,smpx,cons,plme,void,,long,,,,,,
r̝,1861,(voiced) (raised) (alveolar) (pulmonic-egressive) (trill) (simplex) (consonant),+,+,0,0,-,+,-,+,+,0,-,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,+,-,-,-,-,-,0,0,+,tril,alvr,smpx,cons,plme,void,razd,,,,,,,
ŋ̥ǃ,1675,(voiceless) (postalveolar) (velaric-ingressive) (click) (pre-nasalized) (consonant),+,-,0,-,+,+,-,-,+,-,-,+,-,-,-,+,-,-,0,-,-,-,+,-,-,0,0,-,-,+,-,-,-,-,0,0,-,clck,palv,pnsz,cons,veli,voil,,,,,,,,
ŋ̥ǂ,2641,(voiceless) (palatal) (velaric-ingressive) (click) (pre-nasalized) (consonant),-,-,0,-,+,+,-,-,+,-,+,+,-,-,-,+,-,-,0,-,-,-,+,-,-,0,0,-,-,+,-,-,-,-,0,0,-,clck,palt,pnsz,cons,veli,voil,,,,,,,,
ŋ̥ǁ,2642,(voiceless) (lateral-release) (alveolar) (velaric-ingressive) (click) (pre-nasalized) (consonant),+,-,0,-,+,+,-,-,+,-,-,+,-,-,-,+,-,-,0,-,-,-,+,-,-,0,0,-,-,+,-,-,-,-,0,0,-,clck,alvr,pnsz,cons,veli,voil,,,latr,,,,,
ŋ̥ǀ,2602,(voiceless) (dental) (velaric-ingressive) (click) (pre-nasalized) (consonant),+,-,0,-,+,+,-,-,+,-,+,+,-,-,-,+,-,-,0,-,-,-,+,-,-,0,0,-,-,+,-,-,-,-,0,0,-,clck,dntl,pnsz,cons,veli,voil,,,,,,,,
ao̞ˤ,1630,(voiced) (lowered) (pharyngealized) (unrounded-rounded) (open and closemid) (front and back) (pulmonic-egressive) (vowel),0,+,-,-|+,0,-,-,+,-,0,0,+,-,0,-,-,-,-|+,-,-,-,+|-,-,+,-,+,+,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,lwrd,,phrz,,frnt|back,urrd,open|cmid,
r̃,2124,(voiced) (nasalized) (alveolar) (pulmonic-egressive) (trill) (simplex) (consonant),+,+,0,0,-,+,-,+,+,0,-,-,-,-,0,0,-,-,0,-,-,0,+,+,-,0,0,-,+,-,-,-,-,-,0,0,+,tril,alvr,smpx,cons,plme,void,nasz,,,,,,,
ɣʲ,982,(voiced) (palatalized) (velar) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,0,+,-,+,-,+,-,+,0,+,-,-,+,+,-,-,0,-,-,-,-,+,-,0,0,-,-,-,-,0,-,-,0,0,-,frct,velr,smpx,cons,plme,void,,,pltz,,,,,
ḭ̃,1702,(creaky) (nasal-vowel) (close) (front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,+,+,-,0,0,+,-,0,+,+,-,-,0,-,-,-,+,+,-,0,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,crky,,,,,frnt,vnsl,clos,
ɣʷ,691,(voiced) (labialized) (velar) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,0,-,-,+,-,+,-,+,0,+,-,-,-,+,-,+,0,-,-,-,-,+,-,+,0,-,-,-,-,0,-,-,0,0,-,frct,velr,smpx,cons,plme,void,,,lblz,,,,,
ʰɾ̪,2248,(voiced) (dental) (pulmonic-egressive) (flap) (pre-aspirated) (consonant),+,+,0,0,-,+,-,+,+,0,+,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,+,+,-,-,-,+,0,0,-,flap,dntl,pasp,cons,plme,void,,,,,,,,
r̰,2103,(creaky) (alveolar) (pulmonic-egressive) (trill) (simplex) (consonant),+,+,0,0,-,+,+,+,+,0,-,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,+,-,-,-,-,-,0,0,+,tril,alvr,smpx,cons,plme,crky,,,,,,,,
ɡb̩,1078,(syllabic) (voiced) (labiovelar) (pulmonic-egressive) (stop) (complex) (consonant),0,-,0,-,-,+,-,-,-,-,0,+,-,-,-,+,-,+,-,-,-,-,-,+,-,-,0,-,-,-,-,0,+,-,0,0,-,stop,lvlr,cmpx,cons,plme,void,,syll,,,,,,
ɭ,283,(voiced) (lateral-release) (retroflex) (pulmonic-egressive) (approximant) (simplex) (consonant),-,+,0,0,-,+,-,+,+,0,-,-,-,-,0,0,-,-,0,+,-,0,-,+,-,0,0,-,+,-,-,-,-,-,0,0,-,appr,rtfx,smpx,cons,plme,void,,,latr,,,,,
r̺,2067,(voiced) (apical) (alveolar) (pulmonic-egressive) (trill) (simplex) (consonant),+,+,0,0,-,+,-,+,+,0,-,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,+,-,-,-,-,-,0,0,+,tril,alvr,smpx,cons,plme,void,apcl,,,,,,,
r̤,2518,(breathy) (alveolar) (pulmonic-egressive) (trill) (simplex) (consonant),+,+,0,0,-,+,-,+,+,0,-,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,+,+,-,-,-,-,0,0,+,tril,alvr,smpx,cons,plme,brth,,,,,,,,
r̥,161,(voiceless) (alveolar) (pulmonic-egressive) (trill) (simplex) (consonant),+,+,0,0,-,+,-,+,+,0,-,-,-,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,+,+,-,-,-,-,0,0,+,tril,alvr,smpx,cons,plme,voil,,,,,,,,
r̠,247,(voiced) (retracted) (alveolar) (pulmonic-egressive) (trill) (simplex) (consonant),-,+,0,0,-,+,-,+,+,0,+,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,+,-,-,-,-,-,0,0,+,tril,alvr,smpx,cons,plme,void,retr,,,,,,,
ŋ̤ǂ͓ˡ,1691,(voiceless) (mid-centralized) (lateral-release) (palatal) (velaric-ingressive) (click) (pre-nasalized) (consonant),-,-,0,-,+,+,-,-,+,+,+,+,-,-,-,+,-,-,0,-|+,-,-,+,+,-,0,0,-,-,+,-,-,-,-,0,0,-,clck,palt,pnsz,cons,veli,voil,mctr,,latr,,,,,
r̩,355,(syllabic) (voiced) (alveolar) (pulmonic-egressive) (trill) (simplex) (consonant),+,+,0,0,-,+,-,+,+,0,-,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,+,-,-,-,+,-,0,0,+,tril,alvr,smpx,cons,plme,void,,syll,,,,,,
r̪,1407,(voiced) (dental) (pulmonic-egressive) (trill) (simplex) (consonant),+,+,0,0,-,+,-,+,+,0,+,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,+,-,-,-,-,-,0,0,+,tril,dntl,smpx,cons,plme,void,,,,,,,,
ʄ̥,1860,(voiceless) (palatal) (glottal-ingressive) (stop) (simplex) (consonant),-,-,0,-,-,+,-,-,+,-,+,+,-,-,+,+,+,-,0,-,-,-,-,-,-,0,0,-,-,+,-,-,-,-,0,0,-,stop,palt,smpx,cons,glti,voil,,,,,,,,
˧˦˧,2070,(voiced) (pulmonic-egressive) (suprasegmental) (#343),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,,,,sseg,plme,void,,,,343,,,,
m̥,63,(voiceless) (bilabial) (pulmonic-egressive) (nasal) (simplex) (consonant),0,-,0,0,-,+,-,-,-,0,0,-,-,-,0,0,-,+,-,-,-,0,+,-,-,-,0,-,+,+,-,0,-,-,0,0,-,nasl,blab,smpx,cons,plme,voil,,,,,,,,
m̤,1308,(breathy) (bilabial) (pulmonic-egressive) (nasal) (simplex) (consonant),0,-,0,0,-,+,-,-,-,0,0,-,-,-,0,0,-,+,-,-,-,0,+,+,-,-,0,-,+,+,-,0,-,-,0,0,-,nasl,blab,smpx,cons,plme,brth,,,,,,,,
m̩,347,(syllabic) (voiced) (bilabial) (pulmonic-egressive) (nasal) (simplex) (consonant),0,-,0,0,-,+,-,-,-,0,0,-,-,-,0,0,-,+,-,-,-,0,+,+,-,-,0,-,+,-,-,0,+,-,0,0,-,nasl,blab,smpx,cons,plme,void,,syll,,,,,,
m̪,2562,(voiced) (bilabial) (pulmonic-egressive) (nasal) (simplex) (consonant),+,-,0,0,-,+,-,-,-,0,+,-,-,-,0,0,-,+,-,-,-,0,+,+,-,-,0,-,+,-,-,0,-,-,0,0,-,nasl,blab,smpx,cons,plme,void,,,,,,,,
m̰,380,(creaky) (bilabial) (pulmonic-egressive) (nasal) (simplex) (consonant),0,-,0,0,-,+,+,-,-,0,0,-,-,-,0,0,-,+,-,-,-,0,+,+,-,-,0,-,+,-,-,0,-,-,0,0,-,nasl,blab,smpx,cons,plme,crky,,,,,,,,
ã̰,2175,(creaky) (nasal-vowel) (open) (front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,+,+,-,0,0,+,-,0,-,-,-,-,0,-,-,+,+,+,-,0,-,-,+,-,-,0,+,-,0,0,-,,,,vowl,plme,crky,,,,,frnt,vnsl,open,
ˀn̪̥,2298,(voiceless) (dental) (pulmonic-egressive) (nasal) (pre-glottalized) (consonant),+,-,0,0,-,+,-,-,+,0,+,-,-,-,0,0,-,-,0,-,-,0,+,-,-,0,0,-,+,+,-,-,-,-,0,0,-,nasl,dntl,pglz,cons,plme,voil,,,,,,,,
ʉ̟,2355,(voiced) (advanced) (round) (close) (central) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,+,-,+,-,-,-,-,-,+,-,+,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,advc,,,,cntr,roun,clos,
ʉ̞,1779,(voiced) (lowered) (round) (close) (central) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,-,+,-,+,-,-,-,-,-,+,-,+,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,lwrd,,,,cntr,roun,clos,
m͉,806,(voiced) (lenis) (bilabial) (pulmonic-egressive) (nasal) (simplex) (consonant),0,-,0,0,-,+,-,-,-,0,0,-,-,-,0,0,-,+,-,-,-,0,+,+,-,-,0,-,+,-,-,0,-,-,0,0,-,nasl,blab,smpx,cons,plme,void,lens,,,,,,,
ŋ̥ǀ͓xˀ,1631,(voiceless) (mid-centralized) (dental) (velaric-ingressive) (click) (pre-glottalized) (consonant),+,-,0,-,+,+,+,-,+,+,+,+,-,-,-,+,-,-,0,-,-,-,+,-,-,0,0,-,-,-,-,-,-,-,0,0,-,clck,dntl,pglz,cons,veli,voil,mctr,,,,,,,
˦˧,939,(voiced) (pulmonic-egressive) (suprasegmental) (#43),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,,,,sseg,plme,void,,,,43,,,,
ʉ̃,2014,(voiced) (round) (close) (central) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,-,+,-,+,-,-,-,-,+,+,-,+,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,,,,,cntr,roun,clos,
ʉ̆,1618,(brief) (voiced) (round) (close) (central) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,-,+,-,+,-,-,-,-,-,+,-,+,-,+,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,,brev,,,cntr,roun,clos,
d̪ð,298,(voiced) (dental) (pulmonic-egressive) (affricate) (complex) (consonant),+,-,0,0,-,+,-,-,+,+,+,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-,affr,dntl,cmpx,cons,plme,void,,,,,,,,
ɱv,1548,(voiced) (labiodental) (pulmonic-egressive) (fricative) (pre-nasalized) (consonant),0,-,0,0,-,+,-,-|+,-,+,0,-,-,-,0,0,-,+,+,-,-,0,+|-,+,-,-,0,-,+|-,-,-,0,-,-,0,0,-,frct,lbdt,pnsz,cons,plme,void,,,,,,,,
l,35,(voiced) (lateral-release) (alveolar) (pulmonic-egressive) (approximant) (simplex) (consonant),+,+,0,0,-,+,-,+,+,0,-,-,-,-,0,0,-,-,0,+,-,0,-,+,-,0,0,-,+,-,-,-,-,-,0,0,-,appr,alvr,smpx,cons,plme,void,,,latr,,,,,
˨˦˨,1856,(voiced) (pulmonic-egressive) (suprasegmental) (#242),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,,,,sseg,plme,void,,,,242,,,,
ɱf,1818,(voiced) (labiodental) (pulmonic-egressive) (fricative) (pre-nasalized) (consonant),0,-,0,0,-,+,-,-|+,-,+,0,-,-,-,0,0,-,+,+,-,-,0,+|-,+|-,-,-,0,-,+|-,-,-,0,-,-,0,0,-,frct,lbdt,pnsz,cons,plme,void,,,,,,,,
ɔ̃ĩ,1579,(voiced) (nasalized) (nasal-vowel) (openmid and nearclose) (back and nearfront) (pulmonic-egressive) (vowel),0,+,-,+|-,0,-,-,+,-,0,0,+,-,0,-|+,-|+,-,+|-,-,-,-,-,+,+,-,+,-,-,+,-,-,0,+,-,-|+,0,-,,,,vowl,plme,void,nasz,,,,back|nfrt,vnsl,omid|ncls,
˨˦˧,1830,(voiced) (pulmonic-egressive) (suprasegmental) (#243),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,,,,sseg,plme,void,,,,243,,,,
ʀ,89,(voiced) (uvular) (pulmonic-egressive) (trill) (simplex) (consonant),0,+,0,+,-,+,-,+,-,0,0,+,-,-,-,-,-,-,0,-,-,-,-,+,-,0,0,-,+,-,-,0,-,-,0,0,+,tril,uvlr,smpx,cons,plme,void,,,,,,,,
